PTID,EAST,NORTH,LAT,LON,ELLIPSOID_ELEV,ORTHOMETRIC_ELEV,SONARDEPTH
4380,328813.895,1961515.844,17.73421988,-64.61448220,-42.163, ,0.950
4381,328813.245,1961515.512,17.73421683,-64.61448831,-42.136, ,0.950
4382,328812.227,1961515.058,17.73421265,-64.61449787,-42.107, ,1.060
4383,328811.275,1961514.511,17.73420763,-64.61450680,-42.164, ,0.950
4384,328808.491,1961513.162,17.73419523,-64.61453294,-42.085, ,1.060
4385,328807.302,1961512.598,17.73419004,-64.61454410,-42.049, ,1.210
4386,328806.434,1961512.099,17.73418546,-64.61455225,-42.124, ,1.150
4387,328805.560,1961511.532,17.73418027,-64.61456044,-42.162, ,1.180
4388,328804.579,1961510.981,17.73417522,-64.61456965,-42.105, ,1.230
4389,328803.674,1961510.383,17.73416974,-64.61457813,-42.155, ,1.370
4390,328802.776,1961509.808,17.73416448,-64.61458655,-42.079, ,1.580
4391,328801.871,1961509.496,17.73416159,-64.61459506,-42.095, ,1.690
4392,328800.947,1961509.059,17.73415757,-64.61460373,-42.076, ,1.890
4393,328800.073,1961508.549,17.73415289,-64.61461193,-42.162, ,1.770
4394,328798.658,1961507.632,17.73414450,-64.61462520,-42.203, ,1.540
4395,328797.873,1961507.199,17.73414053,-64.61463257,-42.149, ,1.330
4396,328796.384,1961506.248,17.73413182,-64.61464653,-42.102, ,1.080
4397,328795.318,1961505.777,17.73412748,-64.61465654,-42.109, ,1.060
4398,328794.354,1961505.219,17.73412236,-64.61466558,-42.063, ,1.020
4399,328793.339,1961504.825,17.73411872,-64.61467512,-42.075, ,0.970
4400,328792.299,1961504.356,17.73411441,-64.61468489,-42.154, ,0.810
4401,328791.311,1961503.884,17.73411006,-64.61469417,-42.107, ,0.930
4402,328790.336,1961503.488,17.73410641,-64.61470333,-42.146, ,0.990
4403,328789.250,1961503.090,17.73410273,-64.61471353,-42.152, ,1.030
4404,328788.213,1961502.674,17.73409889,-64.61472328,-42.122, ,0.870
4405,328787.187,1961502.242,17.73409491,-64.61473292,-42.164, ,0.870
4406,328786.070,1961501.852,17.73409130,-64.61474342,-42.143, ,0.770
